Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Feedback Knock Correction* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V)
745186,-0.78,-5.47,14.59,13.52,181,2189,0.00,36.00,7.00,127,0.00,8.56,-6.24,20.61,2.14,0.00,-1.70,10.20,0.86
745427,-1.56,-5.47,14.59,13.52,183,2254,0.00,36.50,7.21,127,0.00,8.71,-6.09,21.02,2.16,0.00,-2.01,10.20,0.88
745673,-1.56,-5.47,14.59,13.52,183,2286,0.00,36.50,6.83,127,0.00,8.42,-6.38,20.52,2.14,0.00,-2.01,9.41,0.86
745916,-3.91,-5.47,14.13,13.52,183,2314,0.00,37.00,6.39,127,0.00,7.55,-7.55,17.44,2.00,0.00,-2.32,7.06,0.78
746161,-3.12,-6.25,14.36,13.60,183,2311,0.00,35.50,5.42,127,0.00,6.53,-8.42,14.45,1.94,0.00,-2.94,6.67,0.76
746404,0.78,-6.25,15.39,13.60,183,2345,0.00,34.00,5.00,127,0.00,6.09,-8.71,14.02,1.94,0.00,-2.94,6.67,0.76
746645,2.34,-6.25,15.16,13.60,183,2306,0.00,36.50,5.46,127,0.00,6.09,-8.56,14.99,1.96,0.00,-2.63,6.67,0.78
746892,-2.34,-5.47,13.78,13.68,183,2360,0.00,36.50,8.06,127,0.00,7.55,-6.82,21.61,2.18,0.00,-2.01,10.59,0.88
747133,-0.78,-5.47,14.36,13.60,183,2367,0.00,36.50,8.08,127,0.00,8.56,-6.24,23.21,2.22,0.00,-2.01,10.98,0.90
747378,-1.56,-5.47,14.59,13.60,183,2404,0.00,37.00,8.20,127,0.00,8.71,-6.09,23.75,2.22,0.00,-2.01,10.98,0.90
747622,-2.34,-5.47,14.70,13.60,183,2437,0.00,36.50,8.28,127,0.00,8.85,-5.95,23.86,2.24,0.00,-1.70,10.98,0.90
747865,-2.34,-5.47,14.47,13.60,183,2479,0.00,36.50,8.46,127,0.00,8.85,-5.95,24.84,2.24,0.00,-1.70,11.37,0.92
748110,-3.12,-5.47,14.36,13.60,183,2506,0.00,36.50,8.02,127,0.00,8.56,-6.24,23.75,2.22,0.00,-2.01,10.59,0.88
748352,-2.34,-5.47,14.70,13.60,183,2539,0.00,37.50,7.55,127,0.00,7.98,-7.11,20.43,2.12,0.00,-2.32,8.63,0.80
748596,-4.69,-6.25,14.36,13.52,183,2534,0.00,36.00,5.40,127,0.00,6.09,-8.85,14.81,1.96,0.00,-3.56,6.27,0.74
748842,0.78,-6.25,15.50,13.60,183,2518,0.00,34.00,5.37,127,0.00,5.51,-9.43,13.89,1.92,0.00,-3.56,5.88,0.74
749086,1.56,-6.25,15.16,13.60,183,2540,0.00,33.50,5.42,127,0.00,5.22,-9.58,13.67,1.92,0.00,-3.56,5.88,0.74
749328,3.12,-6.25,14.81,13.60,183,2535,0.00,33.00,5.43,127,0.00,5.22,-9.58,13.54,1.90,0.00,-3.56,5.49,0.72
749572,4.69,-6.25,15.04,13.60,183,2554,0.00,30.50,4.90,127,0.00,4.93,-10.01,11.93,1.86,0.00,-3.87,3.92,0.68
749816,5.47,-6.25,14.93,13.60,183,2521,0.00,29.50,4.30,129,0.00,4.35,-10.45,10.33,1.78,0.00,-3.87,3.53,0.66
